"","X.1","X","user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","lat","lng","stateCode","state.name.x","state.name.y"
"1569",1569,21894,"x283278514","x1099091603795443712","2019-02-22 23:40:33","LoraThompson21","10/10 would not recommend pitching with the flu! 😷😅","Twitter for iPhone",51,"","","",FALSE,FALSE,3,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3783a663529056fe.json","Clarksville","Clarksville, IN","city","United States","US","NA NA","NA NA","-85.797294 -85.744636 -85.744636 -85.797294 38.2683174 38.2683174 38.387535 38.387535","https://twitter.com/LoraThompson21/status/1099091603795443712","Lora Thompson","","","",FALSE,884,599,2,3112,1665,"2011-04-17 00:01:01",FALSE,"","","en","https://pbs.twimg.com/profile_banners/283278514/1551060158","http://abs.twimg.com/images/themes/theme17/bg.gif","http://pbs.twimg.com/profile_images/1098355354465984513/ibQBggjW_normal.jpg",38.3279262,-85.770965,"IN","Indiana","Indiana"
"1570",1570,21904,"x320477229","x1099070402167562240","2019-02-22 22:16:18","mrsholt04","@AlexaBliss_WWE , your littlest biggest fan got diagnosed with the flu today!! Can u send her a get well wish? I know it would cheer her up!! Thanks!! https://t.co/ZaOWEq5dIG","Twitter for Android",150,"","x147023972","AlexaBliss_WWE",FALSE,FALSE,7,2,"",NA,"","","","http://pbs.twimg.com/media/D0CutBlW0AAL5eV.jpg","https://t.co/ZaOWEq5dIG","https://twitter.com/mrsholt04/status/1099070402167562240/photo/1","photo","http://pbs.twimg.com/media/D0CutBlW0AAL5eV.jpg","https://t.co/ZaOWEq5dIG","https://twitter.com/mrsholt04/status/1099070402167562240/photo/1",NA,"x147023972","AlexaBliss_WWE","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/246fb652d518385d.json","Decatur","Decatur, AL","city","United States","US","NA NA","NA NA","-87.095676 -86.925426 -86.925426 -87.095676 34.507116 34.507116 34.654734 34.654734","https://twitter.com/mrsholt04/status/1099070402167562240","🔥Alexa Bliss/Becky Lynch Fanatic🔥","Alabama","I am 40 yrs old. I've been married for 14 yrs & have a 10 yr old son & 3 yr old daughter who are my world! WWE & ROLL TIDE!! #BeckyLynch #AlexaBliss #Carmella","",FALSE,488,783,0,6737,22558,"2011-06-20 00:14:16",FALSE,"","","en","https://pbs.twimg.com/profile_banners/320477229/1549732518","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1094686592407650305/JfvIS4K4_normal.jpg",34.580925,-87.010551,"AL","Alabama","Alabama"
"1571",1571,21908,"x42299220","x1099066380291399680","2019-02-22 22:00:19","stillwellsays","Having a kid with the flu is like an all day cardio event. #wiped","Twitter for iPhone",65,"","","",FALSE,FALSE,0,0,"wiped",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/319ee7b36c9149da.json","Arlington","Arlington, VA","city","United States","US","NA NA","NA NA","-77.172219 -77.031779 -77.031779 -77.172219 38.827378 38.827378 38.934311 38.934311","https://twitter.com/stillwellsays/status/1099066380291399680","Christy Turissini","Washington, DC","all things #marketing.","https://t.co/GuEYRbyTIX",FALSE,228,193,24,3281,169,"2009-05-24 22:59:15",FALSE,"https://t.co/GuEYRbyTIX","https://www.linkedin.com/in/cmstill/","en","https://pbs.twimg.com/profile_banners/42299220/1427849791","http://abs.twimg.com/images/themes/theme17/bg.gif","http://pbs.twimg.com/profile_images/2168481198/297199_10100446320971053_6231199_54647361_1262356617_n_normal.jpg",38.8808445,-77.101999,"VA","Virginia","Virginia"
"1572",1572,21933,"x773550115571326976","x1099029427604860931","2019-02-22 19:33:29","katelynnwatson","@Jeffinnerrn I saw! Did you like it? I couldn’t get into it at first but I gave it another shot while I was off work with the flu and I couldn’t stop watching it.","Twitter for iPhone",149,"x1099015764693213185","x30555407","Jeffinnerrn",FALSE,FALSE,0,0,"",NA,"","","","","","","","","","",NA,"x30555407","Jeffinnerrn","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/5c94399c1ede5235.json","White Sulphur Springs","White Sulphur Springs, WV","city","United States","US","NA NA","NA NA","-80.313666 -80.283516 -80.283516 -80.313666 37.777177 37.777177 37.815994 37.815994","https://twitter.com/katelynnwatson/status/1099029427604860931","Kate","Lewisburg, WV","i think i’m funny and that’s all that matters.","",FALSE,84,290,0,736,1564,"2016-09-07 15:54:54",FALSE,"","","en","https://pbs.twimg.com/profile_banners/773550115571326976/1518488454","","http://pbs.twimg.com/profile_images/1013264206903369728/Mboxk7mi_normal.jpg",37.7965855,-80.298591,"WV","West Virginia","West Virginia"
"1573",1573,21941,"x378734845","x1099016185562173441","2019-02-22 18:40:52","saucefredo_","@BeautifulTrelle Yea same being sick with the flu is trash","Twitter for iPhone",41,"x1099015164433743872","x387211002","BeautifulTrelle",FALSE,FALSE,0,0,"",NA,"","","","","","","","","","",NA,"x387211002","BeautifulTrelle","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/4c9ae2d113edcdd8.json","Schertz","Schertz, TX","city","United States","US","NA NA","NA NA","-98.306055 -98.211415 -98.211415 -98.306055 29.534242 29.534242 29.635116 29.635116","https://twitter.com/saucefredo_/status/1099016185562173441","fredooooooo.","HOUSTON","TXST. GlobalBoyz™. THB ENT. IG: saucefredo_.","https://t.co/VYW8hLvCkA",FALSE,4137,2378,0,137002,48775,"2011-09-23 18:29:39",FALSE,"https://t.co/VYW8hLvCkA","https://itunes.apple.com/us/playlist/heat-heat/pl.u-pMylgaltYP70Xk","en","https://pbs.twimg.com/profile_banners/378734845/1549297707","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1094692668226048000/RH7JIzim_normal.jpg",29.584679,-98.258735,"TX","Texas","Texas"
"1574",1574,21955,"x862475366987948033","x1098993963988598785","2019-02-22 17:12:33","ALULA_NJ","I will always remember this record as the one where we recorded it while we both were sick with the flu. Fun times https://t.co/0T3YRgYEBX","Twitter for iPhone",114,"","","",FALSE,FALSE,0,0,"",NA,"","","","http://pbs.twimg.com/media/D0BpLwrWsAAFHKU.jpg","https://t.co/0T3YRgYEBX","https://twitter.com/ALULA_NJ/status/1098993963988598785/photo/1","photo","http://pbs.twimg.com/media/D0BpLwrWsAAFHKU.jpg","https://t.co/0T3YRgYEBX","https://twitter.com/ALULA_NJ/status/1098993963988598785/photo/1",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/65b4760a2b411e11.json","New Jersey","New Jersey, USA","admin","United States","US","NA NA","NA NA","-75.563587 -73.88506 -73.88506 -75.563587 38.788657 38.788657 41.357424 41.357424","https://twitter.com/ALULA_NJ/status/1098993963988598785","alula","New Jersey","Stevie nicks fan page","https://t.co/kOG6hPJOSl",FALSE,50,134,1,166,658,"2017-05-11 01:12:06",FALSE,"https://t.co/kOG6hPJOSl","https://alula.bandcamp.com","en","https://pbs.twimg.com/profile_banners/862475366987948033/1551225770","","http://pbs.twimg.com/profile_images/1100546493109489664/f9agJkun_normal.jpg",40.0730405,-74.7243235,"NJ","New Jersey","New Jersey"
"1575",1575,21961,"x21989734","x1098970149888184322","2019-02-22 15:37:56","ottoman89","Gotta love when you get 8,000 piglets in on a partial double stock and they come in with the flu. You live at the hog buildings spot treating and taking care of them.","Twitter for iPhone",166,"","","",FALSE,FALSE,1,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3cd4c18d3615bbc9.json","Iowa","Iowa, USA","admin","United States","US","NA NA","NA NA","-96.6396669 -90.140061 -90.140061 -96.6396669 40.375437 40.375437 43.50102 43.50102","https://twitter.com/ottoman89/status/1098970149888184322","#HAWKEYESTATE!","The Hills of Northeast Iowa","Farmer | Busch Light | Hunting, Fishing and Farming | You love the Iowa Hawkeyes or you're wrong | @jus_kep has my heart forever and is my whole world ❤️","",FALSE,1659,2970,43,80054,51495,"2009-02-26 08:12:08",FALSE,"","","en","https://pbs.twimg.com/profile_banners/21989734/1527432909","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1097191709157609474/UVxr5uoC_normal.jpg",41.9382285,-93.38986395,"IA","Iowa","Iowa"
"1576",1576,21979,"x3223726800","x1098925225222328322","2019-02-22 12:39:25","xxxscentric3_","@kellivannorman I am at home sick with the flu and I am so thankful for this information","Twitter for Android",72,"x1098651883386871809","x315593847","kellivannorman",FALSE,FALSE,2,0,"",NA,"","","","","","","","","","",NA,"x315593847","kellivannorman","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/21b6f72f9fdaeb06.json","Lake Charles","Lake Charles, LA","city","United States","US","NA NA","NA NA","-93.3148518 -93.080595 -93.080595 -93.3148518 30.1248593 30.1248593 30.280683 30.280683","https://twitter.com/xxxscentric3_/status/1098925225222328322","Jade Blue Afterglow","Dirty Coast 337","welcome ladies, gentlemen, trees, and multiforms #IWANTPIZZA #twirlygirl #whovian #PLUTOISNOTAPLANET #ogluvrluvr #bird","https://t.co/5DI3nXM2R5",FALSE,501,923,5,19323,28238,"2015-05-23 01:26:19",FALSE,"https://t.co/5DI3nXM2R5","https://help.rmhc-sla.org","en","https://pbs.twimg.com/profile_banners/3223726800/1551158794","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1100267055327125505/JtV2asGK_normal.jpg",30.20277115,-93.1977234,"LA","Louisiana","Louisiana"
"1577",1577,21982,"x3143454123","x1098891735420129280","2019-02-22 10:26:20","stitchemup77","@bocelli_matteo @bellahadid @Bulgariofficial Hope you had a good time at the celebration, Matteo!  You look kind of nervous. I would have been much worse!  So glad they included you in the festivities.  You look great!  I have been down with the flu for the week.  Yuck!","Twitter for iPad",225,"x1098297772225253376","x1022411631601623040","bocelli_matteo",FALSE,FALSE,0,0,"",NA,"","","","","","","","","","",NA,"x1022411631601623040 x171682388 x60649803","bocelli_matteo bellahadid Bulgariofficial","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/a612c69b44b2e5da.json","Arizona","Arizona, USA","admin","United States","US","NA NA","NA NA","-114.818269 -109.0451527 -109.0451527 -114.818269 31.3322463 31.3322463 37.004261 37.004261","https://twitter.com/stitchemup77/status/1098891735420129280","Karen","Lake Oswego, Oregon","I am a fun loving, love to laugh, Nana to 6 grands whom I love dearly. We work together to make things to sell on Etsy to profit kids around the world.","https://t.co/cwPGpN64zv",FALSE,2,57,0,148,98,"2015-04-07 11:14:40",FALSE,"https://t.co/cwPGpN64zv","http://stitchemuponEtsy.com","en","","http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",34.16825365,-111.93171085,"AZ","Arizona","Arizona"
"1578",1578,22002,"x766714928057245697","x1098781122165702656","2019-02-22 03:06:48","stephenkelley85","@iluveducating @heARTISTatWORK @MonicaMoveEd @SchoolLovesYou1 @melanie_korach @mafost @fablefy @MelissaRathmann @MelSideB @santiagoAM115 @Greg_Moffitt @PrincipalRLA @Mrs_Gilchrist @JasonSalhaney @raspberryberet3 @khoggardGRT @MrsV4nd3r @rwdavis_edu @ChrisQuinn64 @StephDill92 @hansappel094 @mraspinall That is never fun, Alicia! I have a fleet of drones that deliver chicken soup to people with the flu but they are grounded due to current weather conditions. Sorry, I'll have to send a gif............. https://t.co/iOqBu0Fmbx","Twitter Web Client",201,"x1098767178361438209","x1589367504","iluveducating",FALSE,FALSE,4,0,"",NA,"","","","http://pbs.twimg.com/tweet_video_thumb/Dz-nejoXQAAwzYx.jpg","https://t.co/iOqBu0Fmbx","https://twitter.com/stephenkelley85/status/1098781122165702656/photo/1","photo","http://pbs.twimg.com/tweet_video_thumb/Dz-nejoXQAAwzYx.jpg","https://t.co/iOqBu0Fmbx","https://twitter.com/stephenkelley85/status/1098781122165702656/photo/1",NA,"x1589367504 x974734868797186049 x1065568774739382272 x1044041186992807937 x865238462538141697 x420461231 x22304434 x3377837180 x90003900 x96279145 x2508782298 x3306332420 x73633856 x2461417490 x427572119 x3653710757 x1073388994023616513 x831175943347695620 x14248423 x927312960342634500 x981666510794981376 x42602780","iluveducating heARTISTatWORK MonicaMoveEd SchoolLovesYou1 melanie_korach mafost fablefy MelissaRathmann MelSideB santiagoAM115 Greg_Moffitt PrincipalRLA Mrs_Gilchrist JasonSalhaney raspberryberet3 khoggardGRT MrsV4nd3r rwdavis_edu ChrisQuinn64 StephDill92 hansappel094 mraspinall","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/353f8651142d3859.json","Clinton","Clinton, IA","city","United States","US","NA NA","NA NA","-90.262719 -90.159268 -90.159268 -90.262719 41.806206 41.806206 41.907603 41.907603","https://twitter.com/stephenkelley85/status/1098781122165702656","Steve K. 2019 word #BeAwesome","Wilton, IA","Teacher helping Ss to see their potential!🎇#Grateful for family & #PLN💖#Kindness #StarfishClub #Owlsofnite🦉☮️🦋🦄🗝️","",FALSE,5407,3619,31,34485,64998,"2016-08-19 19:14:18",FALSE,"","","en","https://pbs.twimg.com/profile_banners/766714928057245697/1546332891","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1079937524901076992/QaNekq2X_normal.jpg",41.8569045,-90.2109935,"IA","Iowa","Iowa"
"1579",1579,22013,"x43786940","x1098769277555896320","2019-02-22 02:19:44","PiedmontMotion","Welp! I didn't think I was going to finish my new documentary ""You're Loved Somewhere Else"" on schedule, since I am sick *cough *cough with the flu, but somehow I managed to power… https://t.co/Sy1lnC2pk6","Instagram",204,"","","",FALSE,FALSE,1,0,"",NA,"instagram.com/p/BuKsRvwHeOX/…","https://t.co/Sy1lnC2pk6","https://www.instagram.com/p/BuKsRvwHeOX/?utm_source=ig_twitter_share&igshid=rbkonsvb8i9g","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3b98b02fba3f9753.json","North Carolina","North Carolina, USA","admin","United States","US","35.5 -80","-80 35.5","-84.3219475 -75.40012 -75.40012 -84.3219475 33.752879 33.752879 36.588118 36.588118","https://twitter.com/PiedmontMotion/status/1098769277555896320","Ryan Camp","North Carolina","#Filmmaker & #YouTuber at Piedmont Motion Picture | Visual Storytelling and Educational Resources for Filmmakers | Let’s Become Better Filmmakers Together!⬇️","https://t.co/WqLttXryrc",FALSE,447,1363,19,3409,3985,"2009-06-01 00:14:40",FALSE,"https://t.co/WqLttXryrc","https://www.youtube.com/channel/UClkylD-kZrwcTSltGm_Cm5A","en","https://pbs.twimg.com/profile_banners/43786940/1547659096","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1079821226762293249/uGkQ8-3G_normal.jpg",35.5,-80,"NC","North Carolina","North Carolina"
"1580",1580,22022,"x1584024853","x1098755090767323136","2019-02-22 01:23:22","kirbaqueen","I knew if I told my dad my stomach hurt he wouldn’t let me have a donut for breakfast so I stayed silent while he got me a donut &amp; later pooped my pants at school then immediately got sent home with the flu. No regrets. https://t.co/nBfIHMr8Ef","Twitter for iPhone",223,"","","",TRUE,FALSE,0,0,"",NA,"twitter.com/KEBrightbill/s…","https://t.co/nBfIHMr8Ef","https://twitter.com/KEBrightbill/status/1098106429628694528","","","","","","","",NA,"","","en","x1098106429628694528","What is your most on brand story from your childhood?","2019-02-20 06:25:49","Twitter for Android",12492,1090,"x14769495","KEBrightbill","Kathryn Brightbill",7557,2213,131398,"Florida, USA","Board member & Leg. Policy Analyst @ResponsibleHS | Sec. @DemocratManatee | @UFlaw & @CovenantCollege alum | Bylines in @LATimes & @RNS |https://t.co/2vGvAM3q8i",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/1d9a5370a355ab0c.json","Chicago","Chicago, IL","city","United States","US","NA NA","NA NA","-87.940033 -87.523993 -87.523993 -87.940033 41.644102 41.644102 42.0230669 42.0230669","https://twitter.com/kirbaqueen/status/1098755090767323136","Kirbaqueen","","Kirb's the word spins the verb lovers it curves so freak what ya heard. Cleveland proud.","",FALSE,91,639,0,4420,33103,"2013-07-10 20:51:29",FALSE,"","","en","https://pbs.twimg.com/profile_banners/1584024853/1456734802","http://abs.twimg.com/images/themes/theme18/bg.gif","http://pbs.twimg.com/profile_images/953684932672532482/QTLrZCHd_normal.jpg",41.83358445,-87.732013,"IL","Illinois","Illinois"
"1581",1581,22026,"x312843617","x1098747218872406016","2019-02-22 00:52:05","FrankLaMee","@KateQFunny Out if bed, went to work, diagnosed with the flu. #winning","Twitter for Android",58,"x1098742196834955264","x283783863","KateQFunny",FALSE,FALSE,0,0,"winning",NA,"","","","","","","","","","",NA,"x283783863","KateQFunny","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/16132bcda10ee53c.json","Newburgh","Newburgh, IN","city","United States","US","NA NA","NA NA","-87.450986 -87.355032 -87.355032 -87.450986 37.9354579 37.9354579 37.9804766 37.9804766","https://twitter.com/FrankLaMee/status/1098747218872406016","Frank LaMee","Newburgh, IN","Living in S.Indiana. Transplant from the PacNW.  Always looking forward to new challenges. Go Hawks!","",FALSE,168,1030,5,4975,7630,"2011-06-07 19:14:48",FALSE,"","","en","https://pbs.twimg.com/profile_banners/312843617/1369940349","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1101875827388616710/oUVotr5I_normal.jpg",37.95796725,-87.403009,"IN","Indiana","Indiana"
"1582",1582,22029,"x1465489200","x1098745692435161089","2019-02-22 00:46:01","Joe_Lando50","Got the @DyingFetusBand show this weekend and I have come down with the flu. Im super bummed but hoping I recover in time for Saturday #getinthepit","Twitter for iPhone",147,"","","",FALSE,FALSE,0,0,"getinthepit",NA,"","","","","","","","","","",NA,"x26529394","DyingFetusBand","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/a0501795ed164a24.json","Solvay","Solvay, NY","city","United States","US","NA NA","NA NA","-76.231345 -76.192235 -76.192235 -76.231345 43.041804 43.041804 43.068445 43.068445","https://twitter.com/Joe_Lando50/status/1098745692435161089","Go Orange","Syracuse, NY","#Steelernation #Cusenation 🤘🏻Metalhead. CBS5 in the Cuse Husband and Father","",FALSE,381,903,6,18457,6198,"2013-05-28 19:36:06",FALSE,"","","en","https://pbs.twimg.com/profile_banners/1465489200/1549221496","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1092140069757112323/bumwNAQ2_normal.jpg",43.0551245,-76.21179,"NY","New York","New York"
"1583",1583,22040,"x52625615","x1098735726898962434","2019-02-22 00:06:25","queendarci","Tonight was not the night for you to tell me that you allowed your kid to play soccer for the past two weeks with the flu. 😡🤬","Twitter for iPhone",125,"","","",FALSE,FALSE,2,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/012a07a105d10298.json","Mansfield","Mansfield, TX","city","United States","US","NA NA","NA NA","-97.186747 -97.046821 -97.046821 -97.186747 32.5309154 32.5309154 32.616182 32.616182","https://twitter.com/queendarci/status/1098735726898962434","Queen Darci ❤️⚽️💙","Texas, USA","soccer mom of coolest kid on the planet, FCD fan, New Mexico United, pit bull lover, The Resistance ⚽️⚽️⚽️","",FALSE,222,598,4,5246,8123,"2009-07-01 03:55:04",FALSE,"","","en","https://pbs.twimg.com/profile_banners/52625615/1489945284","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1033459811273388032/6tUO1KsD_normal.jpg",32.5735487,-97.116784,"TX","Texas","Texas"
